Industry,City,State,Zip Code,Latitude,Longitude,Major 1,Major 2,Major 3,Major 4,Major 5,Class Year,Class Year Date
Research and Development,Champaign,IL,61820,40.1166102,-88.2412504,History,Russian,,,,1995,1/1/1995
Student,Champaign,IL,61820,40.1166102,-88.2412504,Mathematics,,,,,2009,1/1/2009
Student,Champaign,IL,61820,40.1166102,-88.2412504,Mathematics,,,,,1977,1/1/1977
Education,Champaign,IL,61822,40.1164204,-88.2433829,Psychology,,,,,2005,1/1/2005
Sciences,Champaign,IL,61822,40.1164204,-88.2433829,Geology,,,,,2007,1/1/2007
Student,Champaign,IL,61822,40.1164204,-88.2433829,History,South Asian Studies,,,,1999,1/1/1999
Engineering,Savoy,IL,61874,40.0552842,-88.2509857,Physics,,,,,2003,1/1/2003
"Libraries, Archives, and Museums",Charleston,IL,61920,39.4961458,-88.1761521,Biology,,,,,2006,1/1/2006
Business and Commerce,Edwardsville,IL,62025,38.8114364,-89.953157,Economics,,,,,2006,1/1/2006
Student,Worden,IL,62097,38.9314354,-89.838986,Chemistry,Women's and Gender Studies,,,,2001,1/1/2001
"Libraries, Archives, and Museums",Oakdale,IL,62268,38.2617174,-89.5014792,English,,,,,1999,1/1/1999
"Building, Trades, and Crafts",Red Bud,IL,62278,38.2117172,-89.9942741,Political Science,,,,,1999,1/1/1999
Homemaking,Red Bud,IL,62278,38.2117172,-89.9942741,Chemistry,,,,,1999,1/1/1999
Arts and Design,Payson,IL,62360,39.8169907,-91.2423656,Sociology,Anthropology,,,,1972,1/1/1972
Education,Decatur,IL,62522,39.8231401,-89.0466016,Art History,,,,,1959,1/1/1959
Social Service,Decatur,IL,62522,39.8231401,-89.0466016,No Major,,,,,1959,1/1/1959
Legal Professions,Forsyth,IL,62535,39.9201446,-88.9653226,English,,,,,1982,1/1/1982
Public Service,Springfield,IL,62702,39.8264081,-89.6157473,Political Science,,,,,2007,1/1/2007
Agriculture and Forestry,Springfield,IL,62704,39.7853965,-89.6722171,Political Science,,,,,1952,1/1/1952
Communications and Media,Springfield,IL,62704,39.7853965,-89.6722171,Political Science,,,,,1969,1/1/1969
Social Service,Springfield,IL,62712,39.764491,-89.5780556,History,,,,,1965,1/1/1965
Counseling,Carbondale,IL,62901,37.7277751,-89.2148386,Religion,,,,,1977,1/1/1977
"Building, Trades, and Crafts",Carbondale,IL,62903,37.6684862,-89.294221,No Major,,,,,1996,1/1/1996
Student,Harrisburg,IL,62946,37.7383812,-88.540607,English,,,,,2004,1/1/2004
Clergy and Religious Leadership,Carmel,IN,46032,39.9693,-86.1650024,American Studies,,,,,2002,1/1/2002
Healthcare,Carmel,IN,46032,39.9693,-86.1650024,Chemistry,,,,,1985,1/1/1985
Insurance,Carmel,IN,46032,39.9693,-86.1650024,Mathematics,Computer Science,,,,1985,1/1/1985
Legal Professions,Carmel,IN,46032,39.9693,-86.1650024,Political Science,,,,,1982,1/1/1982
Sciences,Carmel,IN,46032,39.9693,-86.1650024,Chemistry,,,,,1987,1/1/1987
Communications and Media,Carmel,IN,46033,39.9870866,-86.0835415,No Major,,,,,1957,1/1/1957
Legal Professions,Fishers,IN,46037,39.9616798,-85.9406745,Chemistry,,,,,1975,1/1/1975
Environment and Recreation,Lebanon,IN,46052,40.0483744,-86.4691677,English,,,,,1981,1/1/1981
Business and Commerce,Noblesville,IN,46062,40.0683417,-86.0631561,Political Science,,,,,2011,1/1/2011
Insurance,Noblesville,IN,46062,40.0683417,-86.0631561,English,,,,,1965,1/1/1965
Computers/IT,Westfield,IN,46074,40.0215499,-86.1955169,Mathematics,,,,,1964,1/1/1964
Insurance,Zionsville,IN,46077,39.9508733,-86.261937,Mathematics,,,,,1989,1/1/1989
Counseling,Greencastle,IN,46135,39.6444898,-86.8647316,Sociology,Anthropology,,,,1971,1/1/1971
Sciences,Greencastle,IN,46135,39.6444898,-86.8647316,Biology,,,,,1993,1/1/1993
Clergy and Religious Leadership,Greenwood,IN,46143,39.6136578,-86.1066526,Philosophy,,,,,1950,1/1/1950
Sciences,New Whiteland,IN,46184,39.5581038,-86.0952638,Chemistry,,,,,1990,1/1/1990
Research and Development,Indianapolis,IN,46208,39.8206062,-86.1700894,Biology,,,,,1976,1/1/1976
Arts and Design,Indianapolis,IN,46220,39.8646455,-86.1039189,Studio Art,,,,,1981,1/1/1981
"Libraries, Archives, and Museums",Speedway,IN,46224,39.7924104,-86.2514126,History,,,,,1996,1/1/1996
Arts and Design,Indianapolis,IN,46228,39.8474648,-86.2056843,English,,,,,1991,1/1/1991
Clergy and Religious Leadership,Indianapolis,IN,46228,39.8474648,-86.2056843,Psychology,,,,,1967,1/1/1967
Sciences,Indianapolis,IN,46228,39.8474648,-86.2056843,Biology,,,,,1981,1/1/1981
Sciences,Indianapolis,IN,46228,39.8474648,-86.2056843,Biology,,,,,1994,1/1/1994
Student,Indianapolis,IN,46237,39.6788037,-86.0835415,History,,,,,1995,1/1/1995
Homemaking,Indianapolis,IN,46240,39.9063963,-86.1242881,Music,,,,,1950,1/1/1950
Healthcare,Indianapolis,IN,46250,39.904342,-86.0631561,Undecided,History,,,,1987,1/1/1987
Human Resources,Indianapolis,IN,46254,39.8494377,-86.2666463,French,,,,,1984,1/1/1984
Student,Indianapolis,IN,46254,39.8494377,-86.2666463,Political Science,,,,,1985,1/1/1985
Counseling,Indianapolis,IN,46260,39.8878841,-86.1853474,Psychology,,,,,1994,1/1/1994
Legal Professions,Indianapolis,IN,46260,39.8878841,-86.1853474,English,,,,,1984,1/1/1984
Social Service,Indianapolis,IN,46260,39.8878841,-86.1853474,Economics,,,,,1950,1/1/1950
Insurance,Indianapolis,IN,46268,39.8998074,-86.2361744,Mathematics,,,,,1996,1/1/1996
Clergy and Religious Leadership,Chesterton,IN,46304,41.6105937,-87.0641992,Religion,,,,,2005,1/1/2005
Engineering,Hebron,IN,46341,41.3186482,-87.2003091,No Major,,,,,1961,1/1/1961
Arts and Design,La Porte,IN,46350,41.611143,-86.7227195,Art History,,,,,1969,1/1/1969
Other,La Porte,IN,46350,41.611143,-86.7227195,Philosophy,,,,,1950,1/1/1950
Real Estate,La Porte,IN,46350,41.611143,-86.7227195,No Major,,,,,1952,1/1/1952
Business and Commerce,Michigan City,IN,46360,41.7075394,-86.8950297,History,,,,,1958,1/1/1958
Communications and Media,Long Beach,IN,46360,41.7389287,-86.8569736,Studio Art,English,,,,1953,1/1/1953
Business and Commerce,Valparaiso,IN,46385,41.4730948,-87.0611412,History,,,,,1988,1/1/1988
Legal Professions,Valparaiso,IN,46385,41.4730948,-87.0611412,Music,,,,,1978,1/1/1978
Other,Valparaiso,IN,46385,41.4730948,-87.0611412,No Major,,,,,1990,1/1/1990
Sciences,Westville,IN,46391,41.5414297,-86.9005825,Chemistry,Computer Science,,,,1983,1/1/1983
Human Resources,Elkhart,IN,46514,41.7204299,-85.9815339,Psychology,,,,,1955,1/1/1955
"Banking, Finance, and Investment",Granger,IN,46530,41.7452071,-86.1242881,Geology,,,,,1970,1/1/1970
Counseling,Granger,IN,46530,41.7452071,-86.1242881,History,,,,,1972,1/1/1972
Research and Development,Granger,IN,46530,41.7452071,-86.1242881,Economics,,,,,2001,1/1/2001
Student,Granger,IN,46530,41.7452071,-86.1242881,Biology,,,,,2003,1/1/2003
"Building, Trades, and Crafts",Osceola,IN,46561,41.6650487,-86.075836,Music,,,,,1971,1/1/1971
Fundraising,South Bend,IN,46614,41.6009257,-86.2767995,Economics,,,,,1968,1/1/1968
Real Estate,South Bend,IN,46615,41.6834333,-86.2107672,Political Science,,,,,1964,1/1/1964
Other,Fort Wayne,IN,46804,41.0521864,-85.2411958,History,,,,,1967,1/1/1967
Healthcare,Fort Wayne,IN,46818,41.1614273,-85.2101269,No Major,,,,,1980,1/1/1980
Insurance,Fort Wayne,IN,46819,40.9673499,-85.1375645,Sociology,,,,,1953,1/1/1953
Communications and Media,Fort Wayne,IN,46835,41.1448223,-85.0545197,Studio Art,,,,,1985,1/1/1985
Communications and Media,Floyds Knobs,IN,47119,38.3242901,-85.8738399,Psychology,Medieval & Renaissance Studies,,,,2006,1/1/2006
Homemaking,Columbus,IN,47201,39.2014404,-85.9213796,No Major,,,,,1971,1/1/1971
"Libraries, Archives, and Museums",Richmond,IN,47374,39.8289369,-84.8902382,History,,,,,2005,1/1/2005
"Banking, Finance, and Investment",Bloomington,IN,47401,39.165325,-86.5263857,Economics,,,,,1960,1/1/1960
Sciences,Bloomington,IN,47401,39.165325,-86.5263857,Chemistry,,,,,1964,1/1/1964
Social Sciences,Bloomington,IN,47401,39.165325,-86.5263857,Sociology,Anthropology,,,,1981,1/1/1981
Sports,Bloomington,IN,47401,39.165325,-86.5263857,Mathematics,,,,,2005,1/1/2005
Clergy and Religious Leadership,Bloomington,IN,47403,39.0841668,-86.6006249,Religion,South Asian Studies,Cross-Cultural Studies,,,2005,1/1/2005
Student,Bloomington,IN,47403,39.0841668,-86.6006249,Sociology,Anthropology,,,,2000,1/1/2000
Legal Professions,Bloomington,IN,47404,39.165325,-86.5263857,History,Medieval & Renaissance Studies,,,,2002,1/1/2002
Computers/IT,Bloomington,IN,47408,39.2053078,-86.4794359,Mathematics,,,,,1973,1/1/1973
Legal Professions,Bloomington,IN,47408,39.2053078,-86.4794359,Psychology,,,,,1971,1/1/1971
"Libraries, Archives, and Museums",Bloomington,IN,47408,39.2053078,-86.4794359,English,,,,,1992,1/1/1992
Sciences,Bloomington,IN,47408,39.2053078,-86.4794359,Mathematics,,,,,1969,1/1/1969
Sciences,Bloomington,IN,47408,39.2053078,-86.4794359,Chemistry,,,,,2011,1/1/2011
Student,Bloomington,IN,47408,39.2053078,-86.4794359,No Major,,,,,1973,1/1/1973
Communications and Media,Ellettsville,IN,47429,39.2818358,-86.6107106,English,,,,,1969,1/1/1969
Education,Unionville,IN,47468,39.2298594,-86.4160072,No Major,,,,,1976,1/1/1976
Clergy and Religious Leadership,Evansville,IN,47715,37.961954,-87.4703029,History,,,,,1982,1/1/1982
Education,Terre Haute,IN,47802,39.4667034,-87.4139092,Spanish,,,,,1975,1/1/1975
Computers/IT,Terre Haute,IN,47807,39.472912,-87.3959564,Mathematics,,,,,1981,1/1/1981
Research and Development,Lafayette,IN,47904,40.4350547,-86.8772298,Mathematics,Computer Science,,,,1986,1/1/1986
Counseling,West Lafayette,IN,47906,40.4258686,-86.9080655,Psychology,,,,,1995,1/1/1995
Marketing,Rensselaer,IN,47978,40.9367045,-87.1508562,German,,,,,1975,1/1/1975
Military/Protective Services,De Soto,KS,66018,38.9552537,-94.9662608,No Major,,,,,1955,1/1/1955
Communications and Media,Lawrence,KS,66044,39.0176677,-95.2057909,Political Science,,,,,2010,1/1/2010
Education,Lawrence,KS,66044,39.0176677,-95.2057909,Sociology,Anthropology,,,,2011,1/1/2011
Homemaking,Lawrence,KS,66044,39.0176677,-95.2057909,Art History,,,,,1958,1/1/1958
Public Service,Lawrence,KS,66044,39.0176677,-95.2057909,Political Science,,,,,2002,1/1/2002
"Banking, Finance, and Investment",Lawrence,KS,66047,38.8851891,-95.3730176,History,Music,Medieval & Renaissance Studies,,,2017,1/1/2017
"Building, Trades, and Crafts",Lawrence,KS,66047,38.8851891,-95.3730176,Religion,,,,,1963,1/1/1963
Communications and Media,Spring Hill,KS,66083,38.7430645,-94.8255166,English,,,,,1982,1/1/1982
"Banking, Finance, and Investment",Stilwell,KS,66085,38.7672883,-94.6592143,History,,,,,1952,1/1/1952
Marketing,Overland Park,KS,66204,38.9930421,-94.6812086,Environmental Studies,,,,,2015,1/1/2015
Service/Hospitality,Overland Park,KS,66204,38.9930421,-94.6812086,Mathematics,,,,,1986,1/1/1986
Environment and Recreation,Roeland Park,KS,66205,39.0313154,-94.6347041,Biology,,,,,1969,1/1/1969
"Libraries, Archives, and Museums",Mission,KS,66205,39.0313154,-94.6347041,Sociology,,,,,1958,1/1/1958
"Banking, Finance, and Investment",Overland Park,KS,66207,38.9530417,-94.6398693,History,,,,,1995,1/1/1995
Healthcare,Overland Park,KS,66207,38.9530417,-94.6398693,Biology,,,,,1965,1/1/1965
Other,Shawnee Mission,KS,66207,38.9530417,-94.6398693,Spanish,Latin American Studies Conc.,,,,1987,1/1/1987
Homemaking,Prairie Village,KS,66208,38.9950997,-94.6295394,History,,,,,1948,1/1/1948
Homemaking,Prairie Village,KS,66208,38.9950997,-94.6295394,English,,,,,1983,1/1/1983
"Libraries, Archives, and Museums",Prairie Village,KS,66208,38.9950997,-94.6295394,Political Science,,,,,1981,1/1/1981
Other,Prairie Village,KS,66208,38.9950997,-94.6295394,Economics,,,,,1955,1/1/1955
Other,Overland Park,KS,66213,38.8984667,-94.70189,Political Science,,,,,1960,1/1/1960
Other,Overland Park,KS,66213,38.8984667,-94.70189,No Major,,,,,1956,1/1/1956
"Banking, Finance, and Investment",Overland Park,KS,66223,38.8630091,-94.6760395,Economics,,,,,1998,1/1/1998
Environment and Recreation,Overland Park,KS,66223,38.8630091,-94.6760395,Economics,,,,,1987,1/1/1987
Education,Manhattan,KS,66502,39.1836082,-96.5716694,Biology,,,,,1990,1/1/1990
Other,Newton,KS,67114,38.0466779,-97.3450365,English,,,,,1982,1/1/1982
Homemaking,Pratt,KS,67124,37.6439071,-98.7375911,English,,,,,1988,1/1/1988
Engineering,Wichita,KS,67204,37.7803142,-97.3624598,No Major,,,,,1966,1/1/1966
Legal Professions,Wichita,KS,67206,37.7037608,-97.2329255,Political Science,,,,,1955,1/1/1955
Business and Commerce,Wichita,KS,67208,37.701103,-97.276076,Psychology,,,,,1968,1/1/1968
Homemaking,Salina,KS,67401,38.8402805,-97.6114237,Mathematics,,,,,1969,1/1/1969
Education,Morganville,KS,67468,39.4663856,-97.2019703,Philosophy,,,,,1946,1/1/1946
Agriculture and Forestry,Solomon,KS,67480,38.9194442,-97.371137,Educational Studies,,,,,1976,1/1/1976
Fundraising,La Grange,KY,40031,38.4075666,-85.3788468,Biology,,,,,1976,1/1/1976
Clergy and Religious Leadership,Vine Grove,KY,40175,37.8100674,-85.9813524,Philosophy,,,,,1955,1/1/1955
Education,Louisville,KY,40204,38.2415063,-85.7230719,Spanish,,,,,2020,1/1/2020
Legal Professions,Louisville,KY,40204,38.2415063,-85.7230719,Political Science,,,,,1961,1/1/1961
Engineering,Louisville,KY,40205,38.2214782,-85.6794434,No Major,,,,,1971,1/1/1971
"Libraries, Archives, and Museums",Louisville,KY,40205,38.2214782,-85.6794434,Russian,,,,,2004,1/1/2004
Social Service,Louisville,KY,40206,38.2643578,-85.6999789,Psychology,,,,,1980,1/1/1980
Social Service,Louisville,KY,40217,38.2131874,-85.7410262,Women's and Gender Studies,,,,,2011,1/1/2011
Other,Louisville,KY,40243,38.2371687,-85.5354724,No Major,,,,,1961,1/1/1961
Arts and Design,Danville,KY,40422,37.6456329,-84.7721702,No Major,,,,,1972,1/1/1972
Social Sciences,Lexington,KY,40502,38.013412,-84.485507,Sociology,Anthropology,,,,2009,1/1/2009
Student,Lexington,KY,40502,38.013412,-84.485507,Psychology,,,,,2001,1/1/2001
Student,Lexington,KY,40502,38.013412,-84.485507,History,Archaeology,Medieval & Renaissance Studies,,,2001,1/1/2001
Communications and Media,Lexington,KY,40503,38.0103355,-84.5327038,French,,,,,1966,1/1/1966
Computers/IT,Lexington,KY,40503,38.0103355,-84.5327038,Sociology,Anthropology,,,,1991,1/1/1991
Healthcare,Lexington,KY,40503,38.0103355,-84.5327038,Psychology,,,,,1976,1/1/1976
Research and Development,Lexington,KY,40503,38.0103355,-84.5327038,Sociology,Anthropology,,,,1980,1/1/1980
Legal Professions,Lexington,KY,40511,38.1248882,-84.5012435,Political Science,,,,,1999,1/1/1999
Healthcare,Lexington,KY,40513,38.0141976,-84.6165146,No Major,,,,,1968,1/1/1968
Homemaking,Benton,KY,42025,36.8572781,-88.350315,Undecided,History,,,,1985,1/1/1985
Environment and Recreation,Murray,KY,42071,36.6103334,-88.314761,American Studies,,,,,1998,1/1/1998
Arts and Design,Bowling Green,KY,42103,36.9616468,-86.317392,Political Science,,,,,1986,1/1/1986
Homemaking,Madisonville,KY,42431,37.3281005,-87.4988882,No Major,,,,,1970,1/1/1970
Military/Protective Services,Metairie,LA,70003,30.0085623,-90.2150873,No Major,,,,,1996,1/1/1996
Communications and Media,Gretna,LA,70056,29.8930874,-90.0279867,American Studies,Media Studies,,,,2005,1/1/2005
Arts and Design,New Orleans,LA,70115,29.9219677,-90.1073935,English,,,,,1998,1/1/1998
Human Resources,New Orleans,LA,70115,29.9219677,-90.1073935,Sociology,Anthropology,,,,2013,1/1/2013
Other,New Orleans,LA,70117,29.9682679,-90.0326531,Sociology,Anthropology,,,,2010,1/1/2010
Performing Arts,New Orleans,LA,70117,29.9682679,-90.0326531,History,,,,,2012,1/1/2012
Human Resources,New Orleans,LA,70118,29.9450835,-90.1261013,Economics,,,,,1990,1/1/1990
"Libraries, Archives, and Museums",New Orleans,LA,70118,29.9450835,-90.1261013,Political Science,,,,,1974,1/1/1974
Healthcare,New Orleans,LA,70119,29.9798109,-90.0793488,Biology,,,,,2009,1/1/2009
Other,New Orleans,LA,70119,29.9798109,-90.0793488,Mathematics,,,,,1999,1/1/1999
Research and Development,New Orleans,LA,70119,29.9798109,-90.0793488,No Major,,,,,1977,1/1/1977
Healthcare,New Orleans,LA,70122,30.008721,-90.0653341,Biology,,,,,2002,1/1/2002
Student,New Orleans,LA,70125,29.9566647,-90.1073935,Psychology,,,,,2010,1/1/2010
Legal Professions,New Orleans,LA,70130,29.9335594,-90.0700051,Political Science,,,,,2003,1/1/2003
Arts and Design,Covington,LA,70433,30.4754702,-90.1009108,Studio Art,,,,,1959,1/1/1959
Planning,Covington,LA,70433,30.4754702,-90.1009108,No Major,,,,,1962,1/1/1962
Education,Baton Rouge,LA,70806,30.448255,-91.1209121,History,,,,,2008,1/1/2008
Real Estate,Baton Rouge,LA,70809,30.3911214,-91.0634024,Political Science,,,,,1959,1/1/1959
Arts and Design,Amherst,MA,01002,42.3732216,-72.5198537,Political Science,,,,,1983,1/1/1983
Arts and Design,Amherst,MA,01002,42.3732216,-72.5198537,Religion,,,,,2014,1/1/2014
"Banking, Finance, and Investment",Amherst,MA,01002,42.3732216,-72.5198537,Philosophy,,,,,1968,1/1/1968
Environment and Recreation,Amherst,MA,01002,42.3732216,-72.5198537,Biology,,,,,1976,1/1/1976
Environment and Recreation,Amherst,MA,01002,42.3732216,-72.5198537,Biology,Natural History,,,,1992,1/1/1992
Sciences,Amherst,MA,01002,42.3732216,-72.5198537,Biology,,,,,1994,1/1/1994
Sciences,Amherst,MA,01002,42.3732216,-72.5198537,Philosophy,,,,,1982,1/1/1982
Arts and Design,Barre,MA,01005,42.4228364,-72.1050843,History,Economics,,,,1965,1/1/1965
Other,Barre,MA,01005,42.4228364,-72.1050843,Geology,,,,,2003,1/1/2003
"Libraries, Archives, and Museums",Belchertown,MA,01007,42.2770346,-72.4008884,History,,,,,1976,1/1/1976
Student,Belchertown,MA,01007,42.2770346,-72.4008884,Political Science,,,,,2011,1/1/2011
Arts and Design,Easthampton,MA,01027,42.266757,-72.66898,Philosophy,,,,,1987,1/1/1987
Clergy and Religious Leadership,Easthampton,MA,01027,42.266757,-72.66898,Computer Science,,,,,2000,1/1/2000
Education,East Longmeadow,MA,01028,42.0644337,-72.5086511,History,,,,,1970,1/1/1970
Social Service,Hadley,MA,01035,42.3592048,-72.5559746,English,,,,,1981,1/1/1981
Social Service,Haydenville,MA,01039,42.3774516,-72.7038047,Studio Art,,,,,2003,1/1/2003
Languages,Holyoke,MA,01040,42.2172092,-72.6269437,No Major,,,,,1997,1/1/1997
Clergy and Religious Leadership,Leeds,MA,01053,42.353037,-72.6998119,Philosophy,,,,,1955,1/1/1955
Healthcare,Leeds,MA,01053,42.353037,-72.6998119,History,,,,,1995,1/1/1995
Arts and Design,Florence,MA,01062,42.335505,-72.6719853,Studio Art,,,,,1977,1/1/1977
Communications and Media,Florence,MA,01062,42.335505,-72.6719853,History,,,,,2004,1/1/2004
Healthcare,Florence,MA,01062,42.335505,-72.6719853,Biology,,,,,1987,1/1/1987
Homemaking,Florence,MA,01062,42.335505,-72.6719853,Economics,,,,,1981,1/1/1981
Sciences,Florence,MA,01062,42.335505,-72.6719853,Physics,,,,,2010,1/1/2010
Insurance,Longmeadow,MA,01106,42.0526282,-72.5559746,Mathematics,,,,,1986,1/1/1986
Performing Arts,Longmeadow,MA,01106,42.0526282,-72.5559746,Music,,,,,1967,1/1/1967
Healthcare,Lenox,MA,01240,42.372065,-73.2647416,History,French,,,,1992,1/1/1992
Arts and Design,North Adams,MA,01247,42.700915,-73.1087148,Studio Art,,,,,1998,1/1/1998
Communications and Media,North Adams,MA,01247,42.700915,-73.1087148,English,,,,,2002,1/1/2002
Arts and Design,West Stockbridge,MA,01266,42.3165041,-73.4062342,Economics,East Asian Studies,,,,1997,1/1/1997
Education,Williamstown,MA,01267,42.7120196,-73.2036898,Biology,,,,,1984,1/1/1984
Other,Williamstown,MA,01267,42.7120196,-73.2036898,Art History,,,,,2000,1/1/2000
Public Service,Williamstown,MA,01267,42.7120196,-73.2036898,Economics,,,,,1980,1/1/1980
Student,Williamstown,MA,01267,42.7120196,-73.2036898,Physics,,,,,2019,1/1/2019
Communications and Media,Windsor,MA,01270,42.50433,-73.0641396,History,,,,,1977,1/1/1977
Other,Greenfield,MA,01301,42.587915,-72.5994104,Art History,,,,,1967,1/1/1967
Service/Hospitality,Greenfield,MA,01301,42.587915,-72.5994104,Geology,,,,,2000,1/1/2000
Social Sciences,Greenfield,MA,01301,42.587915,-72.5994104,Sociology,Anthropology,,,,1991,1/1/1991
Arts and Design,Shelburne Falls,MA,01370,42.6042514,-72.7392588,Sociology,,,,,1963,1/1/1963
Counseling,Groton,MA,01450,42.6057805,-71.5486562,No Major,,,,,1969,1/1/1969
Computers/IT,Harvard,MA,01451,42.5073686,-71.5842643,Physics,,,,,1986,1/1/1986
